Method,doub_rt,Perf
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9242
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.9694
GNN-4,0.1,0.995
Greedy,0.1,0.8382
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.8397
GNN-4,0.1,0.9713
Greedy,0.1,0.8187
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9514
Greedy,0.1,0.8933
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8451
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.977
GNN-4,0.1,0.9079
Greedy,0.1,0.9079
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.768
SCITE,0.1,1.0
FCNN-3,0.1,0.9423
GNN-4,0.1,0.9756
Greedy,0.1,0.9423
SCITE,0.1,1.0
FCNN-3,0.1,0.9602
GNN-4,0.1,1.0
Greedy,0.1,0.9602
SCITE,0.1,0.9907
FCNN-3,0.1,0.8798
GNN-4,0.1,0.9465
Greedy,0.1,0.8012
SCITE,0.1,1.0
FCNN-3,0.1,0.9216
GNN-4,0.1,1.0
Greedy,0.1,0.9382
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.7625
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.983
SCITE,0.1,1.0
FCNN-3,0.1,0.9584
GNN-4,0.1,1.0
Greedy,0.1,0.9043
SCITE,0.1,1.0
FCNN-3,0.1,0.9516
GNN-4,0.1,1.0
Greedy,0.1,0.942
SCITE,0.1,1.0
FCNN-3,0.1,0.8886
GNN-4,0.1,0.9725
Greedy,0.1,0.7717
SCITE,0.1,1.0
FCNN-3,0.1,0.8259
GNN-4,0.1,0.9175
Greedy,0.1,0.6482
SCITE,0.1,1.0
FCNN-3,0.1,0.9898
GNN-4,0.1,0.9898
Greedy,0.1,0.9003
SCITE,0.1,1.0
FCNN-3,0.2,0.869
GNN-4,0.2,0.9658
Greedy,0.2,0.8576
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8969
Greedy,0.2,0.9625
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9946
Greedy,0.2,0.9455
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9812
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9588
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.9496
SCITE,0.2,1.0
FCNN-3,0.2,0.9066
GNN-4,0.2,0.9563
Greedy,0.2,0.8847
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.977
Greedy,0.2,0.7751
SCITE,0.2,1.0
FCNN-3,0.2,0.9956
GNN-4,0.2,0.9617
Greedy,0.2,0.9617
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.953
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8715
GNN-4,0.2,0.94
Greedy,0.2,0.8715
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.8606
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9096
Greedy,0.2,0.9579
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8931
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9555
GNN-4,0.2,0.9561
Greedy,0.2,0.899
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9571
Greedy,0.2,0.8668
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8893
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9726
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8844
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9495
GNN-4,0.2,0.9563
Greedy,0.2,0.9403
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8638
Greedy,0.2,0.9862
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9481
Greedy,0.2,0.812
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.923
Greedy,0.2,0.9907
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9721
GNN-4,0.2,0.9899
Greedy,0.2,0.9721
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.8096
SCITE,0.2,1.0
FCNN-3,0.2,0.8966
GNN-4,0.2,0.9924
Greedy,0.2,0.7559
SCITE,0.2,1.0
FCNN-3,0.2,0.9196
GNN-4,0.2,0.9068
Greedy,0.2,0.9196
SCITE,0.2,1.0
FCNN-3,0.2,0.9281
GNN-4,0.2,0.8941
Greedy,0.2,0.9281
SCITE,0.2,1.0
FCNN-3,0.2,0.9875
GNN-4,0.2,0.9875
Greedy,0.2,0.9254
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9582
Greedy,0.2,0.6745
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8752
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9777
GNN-4,0.2,1.0
Greedy,0.2,0.9107
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.9585
SCITE,0.2,1.0
FCNN-3,0.2,0.9894
GNN-4,0.2,0.9406
Greedy,0.2,0.8734
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9345
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9051
Greedy,0.2,0.769
SCITE,0.2,1.0
FCNN-3,0.2,0.7822
GNN-4,0.2,0.9008
Greedy,0.2,0.7368
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9161
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8812
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.966
SCITE,0.2,1.0
FCNN-3,0.2,0.9557
GNN-4,0.2,0.9282
Greedy,0.2,0.9286
SCITE,0.2,1.0
FCNN-3,0.2,0.9676
GNN-4,0.2,0.9205
Greedy,0.2,0.8285
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.8922
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9593
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9219
GNN-4,0.2,1.0
Greedy,0.2,0.7697
SCITE,0.2,1.0
FCNN-3,0.2,0.9929
GNN-4,0.2,0.9254
Greedy,0.2,0.9929
SCITE,0.2,1.0
FCNN-3,0.2,0.926
GNN-4,0.2,1.0
Greedy,0.2,0.7983
SCITE,0.2,1.0
FCNN-3,0.2,0.9086
GNN-4,0.2,1.0
Greedy,0.2,0.7809
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9313
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9859
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8916
GNN-4,0.2,1.0
Greedy,0.2,0.8916
SCITE,0.2,1.0
FCNN-3,0.2,0.8858
GNN-4,0.2,0.9535
Greedy,0.2,0.6931
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9024
Greedy,0.2,0.8898
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8663
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.9402
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8708
Greedy,0.2,0.9385
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8772
Greedy,0.2,0.9439
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8322
Greedy,0.2,0.8322
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8288
GNN-4,0.2,1.0
Greedy,0.2,0.7764
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.877
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9403
Greedy,0.2,0.9303
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.962
Greedy,0.2,0.962
SCITE,0.2,1.0
FCNN-3,0.2,0.9565
GNN-4,0.2,0.93
Greedy,0.2,0.93
SCITE,0.2,1.0
FCNN-3,0.2,0.8635
GNN-4,0.2,0.9288
Greedy,0.2,0.7415
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9946
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9827
GNN-4,0.2,0.9181
Greedy,0.2,0.9627
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9414
Greedy,0.2,0.9232
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9858
Greedy,0.2,0.7858
SCITE,0.2,1.0
FCNN-3,0.2,0.8959
GNN-4,0.2,0.9439
Greedy,0.2,0.9385
SCITE,0.2,1.0
FCNN-3,0.2,0.975
GNN-4,0.2,0.8951
Greedy,0.2,0.9093
SCITE,0.2,1.0
FCNN-3,0.2,0.9906
GNN-4,0.2,0.9717
Greedy,0.2,0.8192
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8588
GNN-4,0.2,0.8508
Greedy,0.2,0.724
SCITE,0.2,1.0
FCNN-3,0.2,0.9131
GNN-4,0.2,0.8177
Greedy,0.2,0.9794
SCITE,0.2,1.0
FCNN-3,0.2,0.9375
GNN-4,0.2,0.9659
Greedy,0.2,0.9318
SCITE,0.2,1.0
FCNN-3,0.2,0.9225
GNN-4,0.2,0.9981
Greedy,0.2,0.91
SCITE,0.2,1.0
FCNN-3,0.2,0.9179
GNN-4,0.2,0.9775
Greedy,0.2,0.9179
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9159
GNN-4,0.2,0.8819
Greedy,0.2,0.9292
SCITE,0.2,1.0
FCNN-3,0.2,0.9858
GNN-4,0.2,1.0
Greedy,0.2,0.874
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9348
GNN-4,0.2,0.9632
Greedy,0.2,0.8229
SCITE,0.2,1.0
FCNN-3,0.2,0.9476
GNN-4,0.2,0.8697
Greedy,0.2,0.8567
SCITE,0.2,1.0
FCNN-3,0.2,0.987
GNN-4,0.2,0.9228
Greedy,0.2,0.8656
SCITE,0.2,1.0
