Method,doub_rt,Perf
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9266
Greedy,0.1,0.9033
SCITE,0.1,1.0
FCNN-3,0.1,0.9708
GNN-4,0.1,0.9039
Greedy,0.1,0.841
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.9698
GNN-4,0.1,0.9486
Greedy,0.1,0.9698
SCITE,0.1,1.0
FCNN-3,0.1,0.9948
GNN-4,0.1,0.94
Greedy,0.1,0.9948
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9826
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.8013
GNN-4,0.1,0.8654
Greedy,0.1,0.7981
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.9481
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9888
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.9435
GNN-4,0.1,0.9776
Greedy,0.1,0.9435
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9357
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8545
Greedy,0.1,0.8987
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.9735
SCITE,0.1,1.0
FCNN-3,0.1,0.9274
GNN-4,0.1,1.0
Greedy,0.1,0.9274
SCITE,0.1,1.0
FCNN-3,0.1,0.9982
GNN-4,0.1,0.8588
Greedy,0.1,0.7782
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8972
Greedy,0.1,0.9835
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9309
Greedy,0.1,0.9598
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.906
SCITE,0.1,1.0
FCNN-3,0.1,0.9899
GNN-4,0.1,0.9289
Greedy,0.1,0.9153
SCITE,0.1,1.0
FCNN-3,0.1,0.9705
GNN-4,0.1,0.9853
Greedy,0.1,0.9142
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.8246
GNN-4,0.1,0.8331
Greedy,0.1,0.7654
SCITE,0.1,1.0
FCNN-3,0.1,0.8766
GNN-4,0.1,0.9248
Greedy,0.1,0.7341
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.9715
SCITE,0.1,1.0
FCNN-3,0.1,0.977
GNN-4,0.1,0.9516
Greedy,0.1,0.977
SCITE,0.1,1.0
FCNN-3,0.1,0.9405
GNN-4,0.1,0.9516
Greedy,0.1,0.9493
SCITE,0.1,1.0
FCNN-3,0.1,0.9502
GNN-4,0.1,0.7376
Greedy,0.1,0.9613
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9617
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.9615
GNN-4,0.1,0.9615
Greedy,0.1,0.822
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8916
Greedy,0.1,0.9418
SCITE,0.1,1.0
FCNN-3,0.1,0.9147
GNN-4,0.1,0.9897
Greedy,0.1,0.9096
SCITE,0.1,1.0
FCNN-3,0.1,0.906
GNN-4,0.1,0.9823
Greedy,0.1,0.7836
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9433
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.996
Greedy,0.1,0.9732
SCITE,0.1,1.0
FCNN-3,0.1,0.9901
GNN-4,0.1,0.9775
Greedy,0.1,0.7877
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8422
Greedy,0.1,0.836
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9901
Greedy,0.1,0.9901
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,0.8289
SCITE,0.1,1.0
FCNN-3,0.1,0.9765
GNN-4,0.1,0.8268
Greedy,0.1,0.9765
SCITE,0.1,1.0
FCNN-3,0.1,0.9892
GNN-4,0.1,0.8882
Greedy,0.1,0.9313
SCITE,0.1,1.0
FCNN-3,0.1,0.9026
GNN-4,0.1,0.7665
Greedy,0.1,0.7187
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8782
Greedy,0.1,0.9967
SCITE,0.1,1.0
FCNN-3,0.1,0.951
GNN-4,0.1,0.8884
Greedy,0.1,0.9106
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9548
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.925
Greedy,0.1,0.9269
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9246
Greedy,0.1,0.986
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.968
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.8465
GNN-4,0.1,0.8775
Greedy,0.1,0.8608
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8494
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9024
Greedy,0.1,0.8382
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9597
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.8585
GNN-4,0.1,0.9596
Greedy,0.1,0.8803
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8431
Greedy,0.1,0.8933
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9296
Greedy,0.1,0.9213
SCITE,0.1,1.0
FCNN-3,0.1,0.977
GNN-4,0.1,0.9163
Greedy,0.1,0.9079
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,0.8996
GNN-4,0.1,0.8483
Greedy,0.1,0.768
SCITE,0.1,1.0
FCNN-3,0.1,0.8068
GNN-4,0.1,0.8645
Greedy,0.1,0.9423
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.9811
Greedy,0.1,0.9602
SCITE,0.1,1.0
FCNN-3,0.1,0.8798
GNN-4,0.1,0.9893
Greedy,0.1,0.8012
SCITE,0.1,1.0
FCNN-3,0.1,0.9835
GNN-4,0.1,0.9608
Greedy,0.1,0.9382
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,1.0
Greedy,0.1,1.0
SCITE,0.1,1.0
FCNN-3,0.1,1.0
GNN-4,0.1,0.8327
Greedy,0.1,0.983
SCITE,0.1,1.0
FCNN-3,0.1,0.9043
GNN-4,0.1,0.9953
Greedy,0.1,0.9043
SCITE,0.1,1.0
FCNN-3,0.1,0.9516
GNN-4,0.1,0.9161
Greedy,0.1,0.942
SCITE,0.1,1.0
FCNN-3,0.1,0.8886
GNN-4,0.1,0.9105
Greedy,0.1,0.7717
SCITE,0.1,1.0
FCNN-3,0.1,0.8075
GNN-4,0.1,0.7613
Greedy,0.1,0.7369
SCITE,0.1,1.0
FCNN-3,0.1,0.925
GNN-4,0.1,0.8608
Greedy,0.1,0.899
SCITE,0.1,1.0
FCNN-3,0.2,0.869
GNN-4,0.2,0.9489
Greedy,0.2,0.8576
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9625
Greedy,0.2,0.9625
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.9455
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.9496
SCITE,0.2,1.0
FCNN-3,0.2,0.9952
GNN-4,0.2,0.9884
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9943
GNN-4,0.2,0.9141
Greedy,0.2,0.7751
SCITE,0.2,1.0
FCNN-3,0.2,0.9786
GNN-4,0.2,0.9536
Greedy,0.2,0.9617
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9907
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9211
Greedy,0.2,0.9331
SCITE,0.2,1.0
FCNN-3,0.2,0.9568
GNN-4,0.2,0.9593
Greedy,0.2,0.8606
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9092
Greedy,0.2,0.9011
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9548
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8873
Greedy,0.2,0.8668
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9452
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9122
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9908
GNN-4,0.2,0.9423
Greedy,0.2,0.9403
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9806
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9972
Greedy,0.2,0.9729
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9454
GNN-4,0.2,0.9554
Greedy,0.2,0.8934
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9907
Greedy,0.2,0.9907
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8913
GNN-4,0.2,0.9983
Greedy,0.2,0.8913
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9961
Greedy,0.2,0.8096
SCITE,0.2,1.0
FCNN-3,0.2,0.9326
GNN-4,0.2,0.8115
Greedy,0.2,0.7559
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9181
Greedy,0.2,0.9196
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9922
Greedy,0.2,0.9864
SCITE,0.2,1.0
FCNN-3,0.2,0.7681
GNN-4,0.2,0.951
Greedy,0.2,0.7681
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.954
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9888
GNN-4,0.2,0.9415
Greedy,0.2,0.6745
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9722
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9926
GNN-4,0.2,0.9853
Greedy,0.2,0.9926
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.9165
SCITE,0.2,1.0
FCNN-3,0.2,0.9894
GNN-4,0.2,0.9263
Greedy,0.2,0.8734
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8167
GNN-4,0.2,0.8479
Greedy,0.2,0.769
SCITE,0.2,1.0
FCNN-3,0.2,0.7368
GNN-4,0.2,0.8595
Greedy,0.2,0.7368
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9749
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9882
GNN-4,0.2,0.9137
Greedy,0.2,0.8991
SCITE,0.2,1.0
FCNN-3,0.2,0.9286
GNN-4,0.2,0.9901
Greedy,0.2,0.9286
SCITE,0.2,1.0
FCNN-3,0.2,0.8285
GNN-4,0.2,0.7379
Greedy,0.2,0.8285
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9431
Greedy,0.2,0.8922
SCITE,0.2,1.0
FCNN-3,0.2,0.9686
GNN-4,0.2,1.0
Greedy,0.2,0.9686
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9049
GNN-4,0.2,0.9388
Greedy,0.2,0.7697
SCITE,0.2,1.0
FCNN-3,0.2,0.9929
GNN-4,0.2,0.9832
Greedy,0.2,0.9929
SCITE,0.2,1.0
FCNN-3,0.2,0.926
GNN-4,0.2,0.9734
Greedy,0.2,0.7983
SCITE,0.2,1.0
FCNN-3,0.2,0.9561
GNN-4,0.2,0.9104
Greedy,0.2,0.7833
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9859
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8495
GNN-4,0.2,0.9596
Greedy,0.2,0.8495
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9761
Greedy,0.2,0.8916
SCITE,0.2,1.0
FCNN-3,0.2,0.8574
GNN-4,0.2,0.9289
Greedy,0.2,0.6931
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8832
Greedy,0.2,0.8898
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9947
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9952
GNN-4,0.2,1.0
Greedy,0.2,0.9402
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.7719
Greedy,0.2,0.9385
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8646
Greedy,0.2,0.8716
SCITE,0.2,1.0
FCNN-3,0.2,0.9337
GNN-4,0.2,0.9517
Greedy,0.2,0.7433
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9481
Greedy,0.2,0.9663
SCITE,0.2,1.0
FCNN-3,0.2,0.9085
GNN-4,0.2,0.7934
Greedy,0.2,0.7764
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9374
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9221
Greedy,0.2,0.9303
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.962
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.8722
GNN-4,0.2,0.8706
Greedy,0.2,0.826
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.9827
GNN-4,0.2,0.9181
Greedy,0.2,0.9627
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.93
Greedy,0.2,0.9232
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.7787
GNN-4,0.2,0.8937
Greedy,0.2,0.7858
SCITE,0.2,1.0
FCNN-3,0.2,0.8906
GNN-4,0.2,0.9599
Greedy,0.2,0.9385
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8575
Greedy,0.2,0.8852
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.9446
Greedy,0.2,0.81
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.7867
GNN-4,0.2,0.9213
Greedy,0.2,0.724
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8716
Greedy,0.2,0.998
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,0.8538
Greedy,0.2,0.8637
SCITE,0.2,1.0
FCNN-3,0.2,0.8956
GNN-4,0.2,0.9156
Greedy,0.2,0.91
SCITE,0.2,1.0
FCNN-3,0.2,0.9179
GNN-4,0.2,0.9459
Greedy,0.2,0.9179
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,1.0
SCITE,0.2,1.0
FCNN-3,0.2,0.979
GNN-4,0.2,0.9139
Greedy,0.2,0.9292
SCITE,0.2,1.0
FCNN-3,0.2,0.9411
GNN-4,0.2,0.9634
Greedy,0.2,0.874
SCITE,0.2,1.0
FCNN-3,0.2,1.0
GNN-4,0.2,1.0
Greedy,0.2,0.8117
SCITE,0.2,1.0
FCNN-3,0.2,0.9527
GNN-4,0.2,0.8977
Greedy,0.2,0.7381
SCITE,0.2,1.0
FCNN-3,0.2,0.7207
GNN-4,0.2,0.8053
Greedy,0.2,0.6765
SCITE,0.2,1.0
FCNN-3,0.2,0.9911
GNN-4,0.2,0.9461
Greedy,0.2,0.8164
SCITE,0.2,1.0
